generated_utc,date,player,market,line,mu_base,mu_news,p_over_base,p_over_news,override,ev_cons,side_cons,ev_fd,side_fd,ev_best
2026-08-05 04:40,2026-08-05,Dearica Hamby,rebounds,7.5,7.31,7.31,0.458,0.458,,-0.0532,under,-0.0471,under,-0.0471
2026-08-05 04:40,2026-08-05,Jordin Canada,pra,22.5,22.86,22.86,0.499,0.499,,-0.0479,over,,,-0.0479
2026-08-05 04:40,2026-08-05,Allisha Gray,pts_reb,21.5,22.27,22.27,0.519,0.519,,-0.0481,over,,,-0.0481
2026-08-05 04:40,2026-08-05,Natasha Cloud,rebounds,2.5,3.0,3.0,0.561,0.561,,,,-0.0482,under,-0.0482
2026-08-05 04:40,2026-08-05,Jordin Canada,pts_ast,18.5,19.21,19.21,0.519,0.519,,-0.0486,over,,,-0.0486
2026-08-05 04:40,2026-08-06,NaLyssa Smith,pts_reb,15.5,15.61,15.61,0.482,0.482,,-0.0495,under,,,-0.0495
2026-08-05 04:40,2026-08-05,Ezi Magbegor,rebounds,4.5,4.91,4.91,0.536,0.536,,-0.0512,over,,,-0.0512
2026-08-05 04:40,2026-08-06,Caitlin Clark,points,21.5,21.57,21.57,0.484,0.484,,-0.0546,under,-0.0546,under,-0.0546
2026-08-05 04:40,2026-08-05,Erica Wheeler,rebounds,2.5,2.2,2.2,0.4,0.4,,-0.08,over,-0.0552,under,-0.0552
2026-08-05 04:40,2026-08-05,Flau'jae Johnson,assists,3.5,3.12,3.12,0.399,0.399,,-0.0556,under,-0.0583,over,-0.0556
2026-08-05 04:40,2026-08-05,Alyssa Thomas,reb_ast,16.5,16.42,16.42,0.481,0.481,,-0.0557,under,,,-0.0557
2026-08-05 04:40,2026-08-05,DeWanna Bonner,pra,19.5,19.11,19.11,0.458,0.458,,-0.0562,under,,,-0.0562
2026-08-05 04:40,2026-08-05,Paige Bueckers,pts_ast,25.5,25.99,25.99,0.507,0.507,,-0.0565,over,,,-0.0565
2026-08-05 04:40,2026-08-05,Rae Burrell,reb_ast,4.5,4.91,4.91,0.528,0.528,,-0.0566,under,,,-0.0566
2026-08-05 04:40,2026-08-05,Kamilla Cardoso,reb_ast,10.5,10.62,10.62,0.496,0.496,,-0.0574,under,,,-0.0574
2026-08-05 04:40,2026-08-06,Caitlin Clark,pts_reb,25.5,25.21,25.21,0.468,0.468,,-0.0588,under,,,-0.0588
2026-08-05 04:40,2026-08-05,Jade Melbourne,pts_ast,11.5,11.9,11.9,0.499,0.499,,-0.0593,under,,,-0.0593
2026-08-05 04:40,2026-08-05,Nneka Ogwumike,rebounds,9.5,9.33,9.33,0.465,0.465,,-0.0595,under,-0.0595,under,-0.0595
2026-08-05 04:40,2026-08-05,Flau'jae Johnson,pra,23.5,23.44,23.44,0.478,0.478,,-0.0605,under,,,-0.0605
2026-08-05 04:40,2026-08-05,Kamilla Cardoso,pra,26.5,26.46,26.46,0.481,0.481,,-0.0612,over,,,-0.0612
2026-08-05 04:40,2026-08-05,Shakira Austin,rebounds,9.5,9.28,9.28,0.459,0.459,,-0.0639,under,-0.0638,over,-0.0638
2026-08-05 04:40,2026-08-06,Monique Billings,pts_reb,13.5,13.95,13.95,0.5,0.5,,-0.0644,over,,,-0.0644
2026-08-05 04:40,2026-08-06,Jackie Young,threes,1.5,2.06,2.06,0.61,0.61,,,,-0.0648,under,-0.0648
2026-08-05 04:40,2026-08-05,Flau'jae Johnson,pts_reb,19.5,20.32,20.32,0.522,0.522,,-0.0674,under,,,-0.0674
2026-08-05 04:40,2026-08-05,Alyssa Thomas,pts_reb,22.5,22.93,22.93,0.502,0.502,,-0.0724,over,,,-0.0724
2026-08-05 04:40,2026-08-05,Allisha Gray,pra,24.5,24.71,24.71,0.492,0.492,,-0.0726,over,,,-0.0726
2026-08-05 04:40,2026-08-05,Alyssa Thomas,pra,31.5,31.66,31.66,0.492,0.492,,-0.0811,over,,,-0.0811
2026-08-05 04:40,2026-08-05,Jessica Shepard,reb_ast,17.0,17.32,17.32,0.473,0.473,,-0.0831,under,,,-0.0831
2026-08-05 04:40,2026-08-05,DeWanna Bonner,assists,1.5,1.68,1.68,0.511,0.511,,,,,,
2026-08-05 04:40,2026-08-05,Kahleah Copper,assists,2.0,1.87,1.87,0.315,0.315,,,,,,
2026-08-05 04:40,2026-08-05,Angel Reese,pra,29.5,30.12,30.12,0.512,0.512,,,,,,
2026-08-05 04:40,2026-08-05,Allisha Gray,pts_ast,21.5,21.61,21.61,0.487,0.487,,,,,,
2026-08-05 04:40,2026-08-05,Jordin Canada,pts_reb,14.0,14.63,14.63,0.482,0.482,,,,,,
2026-08-05 04:40,2026-08-05,Natisha Hiedeman,pra,24.5,23.88,23.88,0.451,0.451,,,,,,
2026-08-05 04:40,2026-08-05,Natisha Hiedeman,pts_ast,22.0,21.08,21.08,0.407,0.407,,,,,,
2026-08-05 04:40,2026-08-05,Sabrina Ionescu,pts_reb,24.0,23.19,23.19,0.417,0.417,,,,,,
2026-08-05 04:40,2026-08-05,Lauren Betts,points,6.5,7.08,7.08,0.508,0.508,,,,,,
2026-08-05 04:40,2026-08-05,Alanna Smith,points,5.0,3.93,3.93,0.304,0.304,,,,,,
2026-08-05 04:40,2026-08-05,Michaela Onyenwere,assists,2.5,2.13,2.13,0.381,0.381,,,,,,
2026-08-05 04:40,2026-08-05,Jessica Shepard,pra,30.5,30.92,30.92,0.503,0.503,,,,,,
2026-08-05 04:40,2026-08-05,Sonia Citron,pra,24.5,24.51,24.51,0.482,0.482,,,,,,
2026-08-05 04:40,2026-08-05,Paige Bueckers,pts_reb,24.0,24.2,24.2,0.467,0.467,,,,,,
2026-08-05 04:40,2026-08-05,Alanna Smith,pts_reb,9.0,6.63,6.63,0.265,0.265,,,,,,
2026-08-05 04:40,2026-08-05,Jessica Shepard,pts_reb,24.5,25.71,25.71,0.54,0.54,,,,,,
2026-08-05 04:40,2026-08-05,Michaela Onyenwere,reb_ast,5.5,5.22,5.22,0.436,0.436,,,,,,
2026-08-05 04:40,2026-08-05,Rae Burrell,pra,20.5,18.73,18.73,0.387,0.387,,,,,,
2026-08-05 04:40,2026-08-05,Kamilla Cardoso,pts_ast,18.5,18.51,18.51,0.48,0.48,,,,,,
2026-08-05 04:40,2026-08-05,Rae Burrell,pts_ast,19.0,16.28,16.28,0.301,0.301,,,,,,
2026-08-05 04:40,2026-08-05,Dearica Hamby,pts_ast,19.5,18.14,18.14,0.404,0.404,,,,,,
2026-08-05 04:40,2026-08-05,Nneka Ogwumike,pts_reb,28.0,27.19,27.19,0.423,0.423,,,,,,
2026-08-05 04:40,2026-08-06,Chelsea Gray,points,12.0,13.33,13.33,0.527,0.527,,,,,,
2026-08-05 04:40,2026-08-06,Chelsea Gray,rebounds,3.0,2.99,2.99,0.376,0.376,,,,,,
2026-08-05 04:40,2026-08-06,Chelsea Gray,pra,22.0,23.12,23.12,0.512,0.512,,,,,,
2026-08-05 04:40,2026-08-06,Chelsea Gray,pts_ast,19.0,20.14,20.14,0.515,0.515,,,,,,
2026-08-05 04:40,2026-08-06,A'ja Wilson,pts_ast,31.5,30.64,30.64,0.446,0.446,,,,,,
2026-08-05 04:40,2026-08-06,Jackie Young,pts_ast,25.5,26.41,26.41,0.528,0.528,,,,,,
2026-08-05 04:40,2026-08-06,Aliyah Boston,pts_ast,19.0,18.46,18.46,0.422,0.422,,,,,,
2026-08-05 04:40,2026-08-06,Jackie Young,pts_reb,23.5,23.57,23.57,0.485,0.485,,,,,,
2026-08-05 04:40,2026-08-06,A'ja Wilson,pts_reb,38.5,37.28,37.28,0.437,0.437,,,,,,
2026-08-05 04:40,2026-08-06,Caitlin Clark,reb_ast,13.0,11.61,11.61,0.311,0.311,,,,,,
2026-08-05 04:40,2026-08-06,A'ja Wilson,reb_ast,15.5,13.4,13.4,0.305,0.305,,,,,,
2026-08-05 05:40,2026-08-05,Rebecca Allen,rebounds,2.5,2.01,2.01,0.357,0.357,,0.3501,under,,,0.3501
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,reb_ast,8.5,6.99,6.99,0.309,0.309,,0.3315,under,,,0.3315
2026-08-05 05:40,2026-08-05,Alanna Smith,rebounds,3.5,2.69,2.69,0.32,0.32,,0.3149,under,,,0.3149
2026-08-05 05:40,2026-08-05,Natasha Mack,rebounds,3.5,6.35,6.35,0.827,0.827,,0.3136,over,,,0.3136
2026-08-05 05:40,2026-08-05,Dominique Malonga,rebounds,7.5,8.82,8.82,0.631,0.631,,0.2616,over,0.0458,over,0.2616
2026-08-05 05:40,2026-08-05,Jonquel Jones,threes,1.5,1.53,1.53,0.454,0.454,,0.2019,under,0.2456,under,0.2456
2026-08-05 05:40,2026-08-05,Rae Burrell,points,16.5,13.82,13.82,0.318,0.318,,0.2285,under,0.2075,under,0.2285
2026-08-05 05:40,2026-08-06,Chelsea Gray,threes,1.5,1.98,1.98,0.59,0.59,,0.2262,over,0.2262,over,0.2262
2026-08-05 05:40,2026-08-05,Natasha Cloud,assists,5.5,5.21,5.21,0.435,0.435,,0.1033,under,0.2239,under,0.2239
2026-08-05 05:40,2026-08-05,Kamilla Cardoso,assists,2.5,2.66,2.66,0.508,0.508,,0.1929,over,0.2183,over,0.2183
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,assists,5.5,4.99,4.99,0.4,0.4,,0.2123,under,0.2123,under,0.2123
2026-08-05 05:40,2026-08-05,Natasha Cloud,points,12.5,10.76,10.76,0.356,0.356,,0.2097,under,0.2097,under,0.2097
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,pra,18.5,15.82,15.82,0.333,0.333,,0.2006,under,,,0.2006
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,pts_ast,15.5,13.42,13.42,0.348,0.348,,0.1945,under,,,0.1945
2026-08-05 05:40,2026-08-05,Natisha Hiedeman,assists,5.5,4.59,4.59,0.334,0.334,,0.1865,under,0.1865,under,0.1865
2026-08-05 05:40,2026-08-05,Erica Wheeler,assists,6.5,5.08,5.08,0.271,0.271,,0.1843,under,0.1843,under,0.1843
2026-08-05 05:40,2026-08-05,Rhyne Howard,points,16.5,15.39,15.39,0.411,0.411,,0.1602,under,0.1774,under,0.1774
2026-08-05 05:40,2026-08-05,Natasha Cloud,pts_ast,18.5,15.97,15.97,0.335,0.335,,0.1772,under,,,0.1772
2026-08-05 05:40,2026-08-05,Rhyne Howard,rebounds,3.5,4.12,4.12,0.574,0.574,,0.1757,over,0.17,over,0.1757
2026-08-05 05:40,2026-08-06,Caitlin Clark,assists,8.5,7.98,7.98,0.418,0.418,,0.1635,under,0.1752,under,0.1752
2026-08-05 05:40,2026-08-05,Naz Hillmon,pts_reb,10.5,12.98,12.98,0.626,0.626,,0.1701,over,,,0.1701
2026-08-05 05:40,2026-08-05,Shakira Austin,assists,2.5,2.32,2.32,0.428,0.428,,0.1676,under,0.1676,under,0.1676
2026-08-05 05:40,2026-08-05,Awa Fam,points,9.5,11.27,11.27,0.594,0.594,,0.1593,over,,,0.1593
2026-08-05 05:40,2026-08-05,Natasha Cloud,pts_reb,15.5,13.76,13.76,0.373,0.373,,0.1503,under,,,0.1503
2026-08-05 05:40,2026-08-05,Natasha Cloud,pra,21.5,18.97,18.97,0.35,0.35,,0.1496,under,,,0.1496
2026-08-05 05:40,2026-08-05,Kelsey Plum,assists,4.5,5.9,4.35,0.69,0.453,min=25,0.1,under,0.1492,under,0.1492
2026-08-05 05:40,2026-08-06,Aliyah Boston,rebounds,8.5,7.57,7.57,0.372,0.372,,0.1428,under,0.1428,under,0.1428
2026-08-05 05:40,2026-08-06,Jackie Young,rebounds,4.5,3.79,3.79,0.359,0.359,,0.1411,under,0.1411,under,0.1411
2026-08-05 05:40,2026-08-05,Erica Wheeler,pra,18.5,16.75,16.75,0.382,0.382,,0.1409,under,,,0.1409
2026-08-05 05:40,2026-08-05,Jessica Shepard,assists,5.5,5.22,5.22,0.437,0.437,,0.1377,under,0.1377,under,0.1377
2026-08-05 05:40,2026-08-05,Ezi Magbegor,points,6.5,5.63,5.63,0.381,0.381,,0.1343,under,,,0.1343
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,pts_ast,25.5,23.72,23.72,0.394,0.394,,0.1321,under,,,0.1321
2026-08-05 05:40,2026-08-05,Erica Wheeler,reb_ast,8.5,7.28,7.28,0.342,0.342,,0.1284,under,,,0.1284
2026-08-05 05:40,2026-08-05,Jonquel Jones,pts_ast,17.5,16.1,16.1,0.396,0.396,,0.1283,under,,,0.1283
2026-08-05 05:40,2026-08-05,Georgia Amoore,threes,1.5,1.33,1.33,0.384,0.384,,0.0168,over,0.1281,over,0.1281
2026-08-05 05:40,2026-08-05,Pauline Astier,pts_ast,11.5,13.3,13.3,0.59,0.59,,0.1263,over,,,0.1263
2026-08-05 05:40,2026-08-05,Awa Fam,rebounds,5.5,6.58,6.58,0.619,0.619,,0.1185,over,,,0.1185
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,rebounds,2.5,2.4,2.4,0.442,0.442,,0.1151,under,,,0.1151
2026-08-05 05:40,2026-08-06,Aliyah Boston,reb_ast,11.5,10.46,10.46,0.381,0.381,,0.1149,under,,,0.1149
2026-08-05 05:40,2026-08-05,Flau'jae Johnson,threes,1.5,1.21,1.21,0.342,0.342,,0.0961,under,0.1144,under,0.1144
2026-08-05 05:40,2026-08-05,Rhyne Howard,reb_ast,6.5,7.91,7.91,0.642,0.642,,0.1106,over,,,0.1106
2026-08-05 05:40,2026-08-05,Jonquel Jones,points,14.5,13.23,13.23,0.395,0.395,,0.1092,under,0.1092,under,0.1092
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,threes,2.5,2.54,2.54,0.467,0.467,,0.0929,under,0.1089,under,0.1089
2026-08-05 05:40,2026-08-05,Rhyne Howard,threes,3.5,2.71,2.71,0.287,0.287,,0.1086,under,0.1086,under,0.1086
2026-08-05 05:40,2026-08-05,Rhyne Howard,pts_ast,20.5,19.18,19.18,0.408,0.408,,0.1062,under,,,0.1062
2026-08-05 05:40,2026-08-05,Pauline Astier,points,8.5,9.84,9.84,0.566,0.566,,0.1052,over,0.0902,over,0.1052
2026-08-05 05:40,2026-08-05,Awa Fam,pts_reb,15.0,17.85,17.85,0.607,0.607,,0.1049,over,,,0.1049
2026-08-05 05:40,2026-08-05,Kahleah Copper,rebounds,3.5,3.73,3.73,0.51,0.51,,0.1025,over,,,0.1025
2026-08-05 05:40,2026-08-05,Jonquel Jones,pra,26.5,25.0,25.0,0.411,0.411,,0.1004,under,,,0.1004
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,pts_reb,12.5,11.23,11.23,0.39,0.39,,0.0979,under,,,0.0979
2026-08-05 05:40,2026-08-06,Jackie Young,points,19.5,19.78,19.78,0.495,0.495,,,,0.0977,over,0.0977
2026-08-05 05:40,2026-08-05,Erica Wheeler,pts_ast,16.5,14.54,14.54,0.36,0.36,,0.0971,under,,,0.0971
2026-08-05 05:40,2026-08-05,Jessica Shepard,rebounds,10.5,12.1,12.1,0.639,0.639,,,,0.0954,over,0.0954
2026-08-05 05:40,2026-08-06,Kelsey Mitchell,assists,2.5,2.74,2.74,0.525,0.525,,0.0509,over,0.093,over,0.093
2026-08-05 05:40,2026-08-05,Natasha Mack,pts_reb,11.5,13.41,13.41,0.59,0.59,,0.0898,over,,,0.0898
2026-08-05 05:40,2026-08-05,Ezi Magbegor,pts_reb,11.5,10.54,10.54,0.406,0.406,,0.0892,under,,,0.0892
2026-08-05 05:40,2026-08-05,DeWanna Bonner,threes,1.5,1.18,1.18,0.331,0.331,,0.087,under,0.087,under,0.087
2026-08-05 05:40,2026-08-05,Kelsey Plum,reb_ast,6.5,8.21,6.05,0.673,0.419,min=25,0.0856,under,,,0.0856
2026-08-05 05:40,2026-08-05,Angel Reese,rebounds,12.5,11.36,11.36,0.375,0.375,,0.0848,under,0.0475,under,0.0848
2026-08-05 05:40,2026-08-06,Jackie Young,reb_ast,11.0,10.43,10.43,0.377,0.377,,0.084,under,,,0.084
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,rebounds,4.5,4.45,4.45,0.467,0.467,,,,0.0826,over,0.0826
2026-08-05 05:40,2026-08-05,Breanna Stewart,points,22.5,23.78,23.78,0.545,0.545,,-0.0074,over,0.0802,over,0.0802
2026-08-05 05:40,2026-08-05,Shakira Austin,pts_ast,19.5,18.29,18.29,0.412,0.412,,0.0774,under,,,0.0774
2026-08-05 05:40,2026-08-05,Rebecca Allen,threes,1.5,0.99,0.99,0.26,0.26,,0.0767,under,0.0767,under,0.0767
2026-08-05 05:40,2026-08-05,Arike Ogunbowale,points,14.5,15.86,15.86,0.558,0.558,,0.0566,over,0.0751,over,0.0751
2026-08-05 05:40,2026-08-05,Kamilla Cardoso,rebounds,8.5,7.96,7.96,0.418,0.418,,0.0507,under,0.0746,under,0.0746
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,reb_ast,9.5,9.44,9.44,0.476,0.476,,0.0735,under,,,0.0735
2026-08-05 05:40,2026-08-05,Kahleah Copper,threes,2.5,1.78,1.78,0.263,0.263,,,,0.0718,under,0.0718
2026-08-05 05:40,2026-08-05,Allisha Gray,threes,1.5,1.57,1.57,0.464,0.464,,0.0715,under,0.061,under,0.0715
2026-08-05 05:40,2026-08-05,Pauline Astier,assists,2.5,3.46,3.46,0.662,0.662,,0.0707,over,,,0.0707
2026-08-05 05:40,2026-08-05,Natisha Hiedeman,reb_ast,8.5,7.4,7.4,0.355,0.355,,0.0695,under,,,0.0695
2026-08-05 05:40,2026-08-05,Naz Hillmon,points,7.5,8.63,8.63,0.552,0.552,,0.0682,over,,,0.0682
2026-08-05 05:40,2026-08-05,Natisha Hiedeman,pts_ast,22.5,21.07,21.07,0.407,0.407,,0.0681,under,,,0.0681
2026-08-05 05:40,2026-08-05,Shakira Austin,pra,28.5,27.57,27.57,0.441,0.441,,0.0679,under,,,0.0679
2026-08-05 05:40,2026-08-05,Nneka Ogwumike,points,18.5,17.85,17.85,0.442,0.442,,0.0429,under,0.065,under,0.065
2026-08-05 05:40,2026-08-05,Dearica Hamby,points,15.5,15.54,15.54,0.479,0.479,,0.0172,under,0.0629,under,0.0629
2026-08-05 05:40,2026-08-05,Rhyne Howard,assists,3.5,3.79,3.79,0.531,0.531,,0.0622,over,0.0622,over,0.0622
2026-08-05 05:40,2026-08-05,Nneka Ogwumike,pts_ast,21.5,20.8,20.8,0.444,0.444,,0.0619,under,,,0.0619
2026-08-05 05:40,2026-08-05,Natasha Cloud,threes,1.5,1.23,1.23,0.35,0.35,,0.0325,under,0.0616,under,0.0616
2026-08-05 05:40,2026-08-05,Lauren Betts,points,6.5,7.07,7.07,0.508,0.508,,0.0609,over,,,0.0609
2026-08-05 05:40,2026-08-05,Kiki Iriafen,pra,27.5,25.83,25.83,0.405,0.405,,0.06,under,,,0.06
2026-08-05 05:40,2026-08-05,Breanna Stewart,pts_ast,25.5,27.33,27.33,0.571,0.571,,0.059,over,,,0.059
2026-08-05 05:40,2026-08-05,Rhyne Howard,pts_reb,20.5,19.51,19.51,0.427,0.427,,0.0579,under,,,0.0579
2026-08-05 05:40,2026-08-05,Jonquel Jones,pts_reb,23.5,22.13,22.13,0.413,0.413,,0.0574,under,,,0.0574
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,pra,29.5,28.17,28.17,0.423,0.423,,0.0571,under,,,0.0571
2026-08-05 05:40,2026-08-05,Kiki Iriafen,pts_reb,25.5,24.2,24.2,0.419,0.419,,0.0569,under,,,0.0569
2026-08-05 05:40,2026-08-05,Sabrina Ionescu,points,19.5,18.73,18.73,0.437,0.437,,0.0441,under,0.0567,under,0.0567
2026-08-05 05:40,2026-08-05,Natasha Cloud,reb_ast,8.5,8.21,8.21,0.448,0.448,,0.054,under,,,0.054
2026-08-05 05:40,2026-08-05,Arike Ogunbowale,pts_reb,17.5,19.16,19.16,0.568,0.568,,0.0533,over,,,0.0533
2026-08-05 05:40,2026-08-06,A'ja Wilson,pra,42.0,40.66,40.66,0.415,0.415,,0.0527,under,,,0.0527
2026-08-05 05:40,2026-08-06,Kelsey Mitchell,points,23.5,24.39,24.39,0.526,0.526,,0.0518,over,0.0518,over,0.0518
2026-08-05 05:40,2026-08-05,Pauline Astier,pra,13.5,15.51,15.51,0.589,0.589,,0.0496,over,,,0.0496
2026-08-05 05:40,2026-08-05,Courtney Vandersloot,points,9.5,8.83,8.83,0.417,0.417,,0.0487,under,,,0.0487
2026-08-05 05:40,2026-08-05,Alyssa Thomas,rebounds,8.5,7.69,7.69,0.386,0.386,,0.0487,under,0.0019,under,0.0487
2026-08-05 05:40,2026-08-05,Nneka Ogwumike,pra,31.5,30.14,30.14,0.424,0.424,,0.048,under,,,0.048
2026-08-05 05:40,2026-08-05,Kamilla Cardoso,pts_ast,17.5,18.51,18.51,0.536,0.536,,0.046,over,,,0.046
2026-08-05 05:40,2026-08-05,Breanna Stewart,pts_reb,30.5,32.33,32.33,0.564,0.564,,0.046,over,,,0.046
2026-08-05 05:40,2026-08-05,Dearica Hamby,assists,2.5,2.6,2.6,0.493,0.493,,0.0447,under,0.0447,under,0.0447
2026-08-05 05:40,2026-08-05,Kelsey Plum,threes,1.5,2.41,1.77,0.694,0.53,min=25,0.0159,under,0.0441,under,0.0441
2026-08-05 05:40,2026-08-05,Shakira Austin,points,16.5,15.98,15.98,0.446,0.446,,0.0353,under,0.0438,under,0.0438
2026-08-05 05:40,2026-08-05,Kelsey Plum,pra,22.5,29.52,21.74,0.782,0.442,min=25,0.0435,under,,,0.0435
2026-08-05 05:40,2026-08-05,Jessica Shepard,pts_ast,19.5,18.82,18.82,0.442,0.442,,0.0433,under,,,0.0433
2026-08-05 05:40,2026-08-05,Natisha Hiedeman,threes,2.5,2.09,2.09,0.349,0.349,,0.0433,under,0.0433,under,0.0433
2026-08-05 05:40,2026-08-05,Dearica Hamby,pra,26.5,25.45,25.45,0.433,0.433,,0.0398,under,,,0.0398
2026-08-05 05:40,2026-08-05,Erica Wheeler,points,9.5,9.47,9.47,0.465,0.465,,0.0346,under,0.0393,under,0.0393
2026-08-05 05:40,2026-08-05,Paige Bueckers,reb_ast,9.5,10.39,10.39,0.575,0.575,,0.0393,over,,,0.0393
2026-08-05 05:40,2026-08-05,Rhyne Howard,pra,24.5,23.3,23.3,0.423,0.423,,0.0385,under,,,0.0385
2026-08-05 05:40,2026-08-05,Breanna Stewart,threes,0.5,1.15,1.15,0.683,0.683,,0.0241,over,0.0383,over,0.0383
2026-08-05 05:40,2026-08-05,Jonquel Jones,assists,2.5,2.87,2.87,0.553,0.553,,,,0.0373,under,0.0373
2026-08-05 05:40,2026-08-05,Kiki Iriafen,rebounds,9.5,9.18,9.18,0.448,0.448,,0.0362,under,0.0362,under,0.0362
2026-08-05 05:40,2026-08-05,Michaela Onyenwere,threes,1.5,1.41,1.41,0.411,0.411,,0.0318,over,0.0359,over,0.0359
2026-08-05 05:40,2026-08-05,Jade Melbourne,assists,3.5,3.78,3.78,0.53,0.53,,0.0348,under,0.0253,under,0.0348
2026-08-05 05:40,2026-08-05,Dominique Malonga,pts_reb,23.5,24.49,24.49,0.53,0.53,,0.0345,over,,,0.0345
2026-08-05 05:40,2026-08-05,Lauren Betts,rebounds,3.5,4.06,4.06,0.564,0.564,,0.0344,over,,,0.0344
2026-08-05 05:40,2026-08-05,Kiki Iriafen,points,15.5,15.02,15.02,0.447,0.447,,0.034,under,,,0.034
2026-08-05 05:40,2026-08-06,Caitlin Clark,rebounds,3.5,3.64,3.64,0.494,0.494,,0.0328,under,0.0328,under,0.0328
2026-08-05 05:40,2026-08-05,Erica Wheeler,pts_reb,12.5,11.67,11.67,0.418,0.418,,0.0297,under,,,0.0297
2026-08-05 05:40,2026-08-06,A'ja Wilson,assists,3.5,3.38,3.38,0.452,0.452,,0.024,under,0.0281,under,0.0281
2026-08-05 05:40,2026-08-05,Kelsey Plum,rebounds,1.5,2.31,1.7,0.632,0.499,min=25,0.0274,under,,,0.0274
2026-08-05 05:40,2026-08-05,Paige Bueckers,assists,5.5,6.09,6.09,0.57,0.57,,0.0224,over,0.026,over,0.026
2026-08-05 05:40,2026-08-05,Arike Ogunbowale,pts_ast,18.5,19.32,19.32,0.525,0.525,,0.0253,over,,,0.0253
2026-08-05 05:40,2026-08-05,Arike Ogunbowale,rebounds,3.5,3.3,3.3,0.434,0.434,,,,0.0252,over,0.0252
2026-08-05 05:40,2026-08-05,Flau'jae Johnson,rebounds,4.5,4.94,4.94,0.541,0.541,,0.0248,over,0.0248,over,0.0248
2026-08-05 05:40,2026-08-05,Arike Ogunbowale,pra,21.5,22.62,22.62,0.537,0.537,,0.0245,over,,,0.0245
2026-08-05 05:40,2026-08-06,Kelsey Mitchell,pts_ast,25.5,27.14,27.14,0.562,0.562,,0.0225,over,,,0.0225
2026-08-05 05:40,2026-08-05,Rae Burrell,rebounds,2.5,2.45,2.45,0.453,0.453,,0.0199,over,-0.0209,over,0.0199
2026-08-05 05:40,2026-08-05,Alyssa Thomas,assists,8.5,8.73,8.73,0.515,0.515,,-0.0172,over,0.0195,over,0.0195
2026-08-05 05:40,2026-08-05,Kelsey Plum,pts_ast,20.5,27.21,20.04,0.785,0.455,min=25,0.0186,under,,,0.0186
2026-08-05 05:40,2026-08-06,Monique Billings,rebounds,5.5,5.8,5.8,0.519,0.519,,0.0186,over,,,0.0186
2026-08-05 05:40,2026-08-05,Allisha Gray,assists,2.5,2.45,2.45,0.459,0.459,,0.0045,over,0.0183,over,0.0183
2026-08-05 05:40,2026-08-05,Jessica Shepard,points,13.5,13.6,13.6,0.481,0.481,,-0.0296,under,0.0181,under,0.0181
2026-08-05 05:40,2026-08-05,Breanna Stewart,pra,34.5,35.88,35.88,0.544,0.544,,0.0163,over,,,0.0163
2026-08-05 05:40,2026-08-05,Rae Burrell,threes,1.5,1.51,1.51,0.446,0.446,,0.0117,under,0.0156,under,0.0156
2026-08-05 05:40,2026-08-05,Paige Bueckers,rebounds,3.5,4.3,4.3,0.601,0.601,,0.0154,over,-0.0088,over,0.0154
2026-08-05 05:40,2026-08-05,Erica Wheeler,threes,1.5,1.17,1.17,0.325,0.325,,0.0122,under,0.0122,under,0.0122
2026-08-05 05:40,2026-08-05,Shakira Austin,reb_ast,11.5,11.6,11.6,0.494,0.494,,0.0117,under,,,0.0117
2026-08-05 05:40,2026-08-06,A'ja Wilson,threes,0.5,1.03,1.03,0.644,0.644,,0.0115,over,-0.0139,over,0.0115
2026-08-05 05:40,2026-08-05,Shakira Austin,pts_reb,25.5,25.26,25.26,0.47,0.47,,0.011,under,,,0.011
2026-08-05 05:40,2026-08-05,Azzi Fudd,rebounds,1.5,1.84,1.84,0.534,0.534,,0.0103,over,,,0.0103
2026-08-05 05:40,2026-08-06,Caitlin Clark,pra,34.5,33.18,33.18,0.429,0.429,,0.0101,under,,,0.0101
2026-08-05 05:40,2026-08-05,Dearica Hamby,pts_reb,23.5,22.86,22.86,0.449,0.449,,0.01,under,,,0.01
2026-08-05 05:40,2026-08-05,Sonia Citron,assists,3.5,3.99,3.99,0.567,0.567,,0.0069,over,-0.0277,over,0.0069
2026-08-05 05:40,2026-08-06,Caitlin Clark,pts_ast,30.5,29.55,29.55,0.441,0.441,,0.0063,under,,,0.0063
2026-08-05 05:40,2026-08-06,Aliyah Boston,pra,27.5,26.02,26.02,0.414,0.414,,0.0048,under,,,0.0048
2026-08-05 05:40,2026-08-06,Aliyah Boston,pts_reb,24.5,23.13,23.13,0.414,0.414,,0.0042,under,,,0.0042
2026-08-05 05:40,2026-08-05,Alyssa Thomas,pts_reb,23.5,22.92,22.92,0.453,0.453,,0.0037,under,,,0.0037
